"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"26.05.2016","3.052,85","3.052,07","3.066,67","3.046,15","-0,25%"
"25.05.2016","3.060,50","3.062,75","3.066,48","3.051,47","-0,11%"
"24.05.2016","3.063,75","3.060,50","3.067,27","3.050,47","0,09%"
"23.05.2016","3.061,10","3.048,60","3.063,90","3.047,95","0,30%"
"20.05.2016","3.051,98","3.056,15","3.060,03","3.041,60","-0,15%"
"19.05.2016","3.056,57","3.034,97","3.071,77","3.022,47","1,03%"
"18.05.2016","3.025,33","3.011,70","3.049,14","3.004,60","0,40%"
"17.05.2016","3.013,34","3.024,07","3.040,72","3.005,97","-0,46%"
"16.05.2016","3.027,19","2.991,49","3.040,02","2.967,55","1,18%"
"13.05.2016","2.992,00","2.946,25","2.995,70","2.945,43","1,54%"
"12.05.2016","2.946,62","2.937,15","2.955,59","2.909,66","0,29%"
"11.05.2016","2.938,05","2.973,30","2.993,97","2.935,50","-1,21%"
"10.05.2016","2.974,00","2.957,00","2.997,00","2.956,62","0,58%"
"09.05.2016","2.956,82","2.956,97","2.959,79","2.954,04","0,00%"
"06.05.2016","2.956,72","2.949,10","2.993,08","2.949,10","0,19%"
"05.05.2016","2.951,10","2.954,00","2.966,95","2.926,10","-0,09%"
"04.05.2016","2.953,70","2.913,20","2.961,40","2.891,97","1,36%"
"03.05.2016","2.914,10","2.832,00","2.915,51","2.831,42","2,86%"
"02.05.2016","2.833,00","2.852,80","2.853,80","2.815,97","-0,55%"
"29.04.2016","2.848,69","2.887,07","2.895,66","2.837,23","-0,92%"
"28.04.2016","2.875,02","2.932,00","2.953,37","2.872,57","-2,00%"
"27.04.2016","2.933,75","2.955,00","2.956,25","2.920,20","-0,74%"
"26.04.2016","2.955,50","2.967,65","2.969,45","2.936,50","-0,39%"
"25.04.2016","2.967,07","2.949,80","2.971,88","2.944,70","0,60%"
"22.04.2016","2.949,47","2.940,55","2.957,53","2.920,10","0,25%"
"21.04.2016","2.942,00","2.896,85","2.943,75","2.890,15","1,54%"
"20.04.2016","2.897,52","2.895,10","2.916,32","2.883,00","0,00%"
"19.04.2016","2.897,50","2.968,99","2.979,45","2.893,95","-2,44%"
"18.04.2016","2.969,99","2.996,20","3.028,80","2.965,99","-0,93%"
"15.04.2016","2.997,80","2.993,20","3.017,00","2.989,01","0,10%"
"14.04.2016","2.994,68","3.005,00","3.014,48","2.984,00","-0,46%"
"13.04.2016","3.008,45","3.019,00","3.021,25","2.995,50","-0,34%"
"12.04.2016","3.018,64","3.053,15","3.069,61","3.015,98","-1,16%"
"11.04.2016","3.053,95","3.094,30","3.094,85","3.049,80","-1,34%"
"08.04.2016","3.095,30","3.107,00","3.108,00","3.057,95","-0,37%"
"07.04.2016","3.106,75","3.081,00","3.122,20","3.081,00","0,80%"
"06.04.2016","3.082,00","3.085,00","3.106,99","3.070,11","-0,13%"
"05.04.2016","3.085,90","3.064,75","3.101,95","3.061,69","0,68%"
"04.04.2016","3.065,00","3.037,60","3.082,80","3.029,95","0,87%"
"01.04.2016","3.038,60","3.001,00","3.050,00","2.988,00","1,27%"
"31.03.2016","3.000,51","3.029,00","3.032,00","2.987,88","-0,48%"
"30.03.2016","3.015,00","3.057,95","3.063,95","3.010,25","-1,40%"
"29.03.2016","3.057,72","3.024,00","3.064,23","3.022,00","1,07%"
"28.03.2016","3.025,49","3.072,00","3.079,36","3.021,26","-1,55%"
"25.03.2016","3.073,00","3.071,00","3.073,00","3.071,00","0,04%"
"24.03.2016","3.071,77","3.066,93","3.074,85","3.066,93","0,02%"
"23.03.2016","3.071,24","3.028,00","3.078,81","3.023,60","1,34%"
"22.03.2016","3.030,50","3.072,00","3.084,72","3.023,50","-1,37%"
"21.03.2016","3.072,50","3.072,00","3.073,72","3.068,93","0,02%"
"18.03.2016","3.071,77","3.069,53","3.090,85","3.037,95","-0,01%"
"17.03.2016","3.072,23","3.159,00","3.162,89","3.066,50","-2,81%"
"16.03.2016","3.161,10","3.163,00","3.166,90","3.137,05","-0,09%"
"15.03.2016","3.164,00","3.152,25","3.189,00","3.152,25","0,29%"
"14.03.2016","3.154,80","3.149,95","3.197,70","3.149,10","0,17%"
"11.03.2016","3.149,53","3.220,00","3.240,74","3.140,00","-2,33%"
