"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"07.03.2019","3.143,00","3.107,45","3.147,90","3.103,81","1,19%"
"06.03.2019","3.105,95","3.098,35","3.109,40","3.096,50","0,20%"
"05.03.2019","3.099,85","3.096,95","3.105,17","3.093,86","0,14%"
"04.03.2019","3.095,45","3.096,15","3.099,80","3.087,00","-0,02%"
"01.03.2019","3.096,15","3.081,75","3.099,05","3.078,67","0,48%"
"28.02.2019","3.081,50","3.070,25","3.084,50","3.066,00","0,36%"
"27.02.2019","3.070,50","3.081,00","3.084,00","3.065,15","-0,41%"
"26.02.2019","3.083,00","3.105,00","3.112,74","3.082,40","-0,71%"
"25.02.2019","3.105,00","3.110,00","3.118,94","3.088,30","-0,11%"
"22.02.2019","3.108,50","3.124,40","3.125,00","3.105,89","-0,49%"
"21.02.2019","3.123,90","3.110,90","3.127,60","3.107,70","0,42%"
"20.02.2019","3.110,90","3.115,75","3.120,75","3.106,86","-0,16%"
"19.02.2019","3.115,75","3.133,00","3.133,00","3.111,70","-0,58%"
"18.02.2019","3.134,00","3.134,00","3.138,62","3.125,40","0,00%"
"15.02.2019","3.134,00","3.151,60","3.155,70","3.133,00","-0,54%"
"14.02.2019","3.151,10","3.141,00","3.164,45","3.137,85","0,32%"
"13.02.2019","3.141,00","3.126,50","3.144,15","3.125,22","0,47%"
"12.02.2019","3.126,25","3.138,63","3.143,50","3.120,10","-0,40%"
"11.02.2019","3.138,88","3.115,55","3.143,45","3.110,50","0,73%"
"08.02.2019","3.116,05","3.117,70","3.125,02","3.103,10","-0,05%"
"07.02.2019","3.117,70","3.106,50","3.119,20","3.101,75","0,38%"
"06.02.2019","3.106,00","3.108,99","3.119,30","3.099,15","-0,13%"
"05.02.2019","3.109,99","3.088,60","3.110,99","3.081,00","0,73%"
"04.02.2019","3.087,60","3.089,90","3.101,90","3.082,55","-0,07%"
"01.02.2019","3.089,90","3.105,25","3.116,98","3.089,40","-0,49%"
"31.01.2019","3.105,00","3.163,45","3.163,45","3.102,49","-1,84%"
"30.01.2019","3.163,20","3.154,10","3.168,50","3.147,50","0,29%"
"29.01.2019","3.154,10","3.158,00","3.166,00","3.147,00","-0,12%"
"28.01.2019","3.158,00","3.151,99","3.175,01","3.151,99","0,19%"
"25.01.2019","3.151,99","3.171,00","3.171,00","3.137,18","-0,60%"
"24.01.2019","3.171,00","3.152,65","3.173,53","3.149,65","0,61%"
"23.01.2019","3.151,90","3.144,49","3.154,20","3.137,12","0,19%"
"22.01.2019","3.145,99","3.126,50","3.146,00","3.123,38","0,62%"
"21.01.2019","3.126,50","3.124,00","3.131,00","3.124,00","0,08%"
"18.01.2019","3.124,00","3.132,55","3.134,30","3.110,06","-0,27%"
"17.01.2019","3.132,55","3.117,85","3.150,25","3.117,85","0,48%"
"16.01.2019","3.117,60","3.141,28","3.142,78","3.113,00","-0,75%"
"15.01.2019","3.141,28","3.139,60","3.151,80","3.127,10","0,05%"
"14.01.2019","3.139,60","3.138,15","3.158,78","3.132,40","0,01%"
"11.01.2019","3.139,15","3.138,40","3.164,70","3.136,17","0,05%"
"10.01.2019","3.137,65","3.136,00","3.147,80","3.118,01","0,05%"
"09.01.2019","3.136,00","3.151,20","3.151,20","3.117,01","-0,48%"
"08.01.2019","3.151,20","3.181,25","3.184,19","3.147,00","-0,97%"
"07.01.2019","3.181,99","3.193,65","3.194,65","3.181,99","-0,35%"
"04.01.2019","3.193,15","3.244,50","3.245,50","3.189,96","-1,58%"
"03.01.2019","3.244,50","3.239,00","3.260,25","3.225,27","0,17%"
"02.01.2019","3.239,00","3.246,50","3.265,49","3.235,08","-0,26%"
"01.01.2019","3.247,50","3.247,50","3.248,50","3.247,50","0,00%"
"31.12.2018","3.247,50","3.247,50","3.247,50","3.247,50","0,00%"
"28.12.2018","3.247,50","3.274,50","3.282,50","3.239,50","-0,85%"
"27.12.2018","3.275,50","3.285,00","3.285,00","3.265,50","-0,29%"
"26.12.2018","3.285,00","3.294,00","3.303,50","3.281,00","-0,30%"
"25.12.2018","3.295,00","3.295,00","3.295,00","3.295,00","0,00%"
"24.12.2018","3.295,00","3.295,50","3.297,00","3.280,55","0,03%"
"21.12.2018","3.294,00","3.270,00","3.297,30","3.263,40","0,73%"
"20.12.2018","3.270,00","3.219,27","3.270,00","3.218,50","1,59%"
"19.12.2018","3.218,77","3.205,06","3.221,75","3.202,97","0,39%"
"18.12.2018","3.206,18","3.180,88","3.209,30","3.177,70","0,82%"
"17.12.2018","3.180,00","3.195,10","3.197,00","3.174,93","-0,47%"
"14.12.2018","3.195,10","3.179,75","3.205,00","3.177,82","0,48%"
"13.12.2018","3.179,75","3.169,50","3.182,03","3.168,75","0,32%"
"12.12.2018","3.169,50","3.186,25","3.186,75","3.161,50","-0,52%"
"11.12.2018","3.186,00","3.191,30","3.192,55","3.175,65","-0,17%"
"10.12.2018","3.191,30","3.146,60","3.192,78","3.141,15","1,36%"
"07.12.2018","3.148,50","3.187,65","3.189,15","3.140,05","-1,19%"
"06.12.2018","3.186,50","3.161,50","3.195,31","3.157,82","0,84%"
"05.12.2018","3.159,86","3.178,22","3.184,52","3.154,77","-0,51%"
"04.12.2018","3.176,20","3.189,00","3.189,08","3.164,15","-0,40%"
"03.12.2018","3.189,00","3.234,50","3.235,50","3.186,81","-1,39%"
"30.11.2018","3.234,00","3.237,95","3.251,00","3.227,00","-0,15%"
"29.11.2018","3.238,95","3.268,50","3.270,53","3.230,55","-0,98%"
"28.11.2018","3.271,00","3.266,90","3.296,39","3.258,50","0,23%"
"27.11.2018","3.263,40","3.244,00","3.266,01","3.229,10","0,57%"
"26.11.2018","3.244,75","3.228,00","3.248,73","3.221,60","0,52%"
"23.11.2018","3.228,00","3.189,50","3.238,60","3.189,50","1,16%"
"22.11.2018","3.191,00","3.194,03","3.196,16","3.191,00","-0,06%"
"21.11.2018","3.192,91","3.198,72","3.204,72","3.189,45","-0,15%"
"20.11.2018","3.197,60","3.175,20","3.200,00","3.174,50","0,68%"
"19.11.2018","3.175,95","3.168,35","3.184,99","3.166,89","0,24%"
"16.11.2018","3.168,35","3.190,00","3.192,50","3.164,39","-0,68%"
"15.11.2018","3.190,00","3.204,20","3.210,35","3.185,00","-0,44%"
"14.11.2018","3.204,20","3.188,31","3.205,20","3.184,15","0,50%"
"13.11.2018","3.188,31","3.176,50","3.206,25","3.176,35","0,32%"
"12.11.2018","3.178,00","3.182,25","3.182,75","3.175,00","-0,06%"
"09.11.2018","3.180,00","3.152,58","3.185,30","3.150,30","0,86%"
"08.11.2018","3.152,95","3.129,01","3.160,01","3.127,88","0,77%"
"07.11.2018","3.129,01","3.148,51","3.150,28","3.127,53","-0,59%"
"06.11.2018","3.147,50","3.181,63","3.185,77","3.144,90","-1,08%"
"05.11.2018","3.182,00","3.187,13","3.187,50","3.181,75","-0,13%"
"02.11.2018","3.186,26","3.193,47","3.196,72","3.167,05","-0,25%"
"01.11.2018","3.194,10","3.218,88","3.221,76","3.182,05","-0,79%"
"31.10.2018","3.219,51","3.208,38","3.230,47","3.207,24","0,39%"
"30.10.2018","3.207,00","3.188,00","3.217,00","3.183,56","0,63%"
"29.10.2018","3.187,00","3.179,00","3.203,00","3.175,00","0,19%"
"26.10.2018","3.181,00","3.171,50","3.199,50","3.166,08","0,32%"
"25.10.2018","3.171,00","3.165,00","3.182,00","3.151,00","0,16%"
"24.10.2018","3.166,00","3.119,00","3.170,00","3.110,00","1,44%"
"23.10.2018","3.121,00","3.086,30","3.123,80","3.084,22","1,12%"
"22.10.2018","3.086,30","3.079,05","3.097,05","3.076,50","0,24%"
"19.10.2018","3.079,05","3.093,00","3.095,00","3.072,52","-0,42%"
"18.10.2018","3.092,00","3.067,11","3.096,00","3.064,84","0,81%"
"17.10.2018","3.067,11","3.051,25","3.069,50","3.045,51","0,50%"
"16.10.2018","3.052,00","3.091,75","3.096,00","3.049,87","-1,38%"
"15.10.2018","3.094,57","3.097,36","3.097,95","3.088,36","-0,08%"
"12.10.2018","3.097,00","3.091,40","3.106,80","3.071,00","0,21%"
"11.10.2018","3.090,65","3.095,00","3.099,75","3.078,38","-0,11%"
"10.10.2018","3.094,00","3.059,42","3.099,00","3.058,00","1,10%"
"09.10.2018","3.060,39","3.043,68","3.063,80","3.036,36","0,46%"
"08.10.2018","3.046,38","3.032,75","3.049,28","3.030,50","0,45%"
"05.10.2018","3.032,75","3.035,15","3.044,70","3.021,49","-0,07%"
"04.10.2018","3.034,78","3.016,72","3.040,72","3.015,72","0,62%"
"03.10.2018","3.016,00","3.016,30","3.018,80","3.004,55","-0,08%"
"02.10.2018","3.018,30","3.000,00","3.022,00","2.992,00","0,61%"
"01.10.2018","3.000,00","2.962,80","3.006,00","2.962,80","1,26%"
"28.09.2018","2.962,80","2.986,80","2.988,55","2.960,11","-0,79%"
"27.09.2018","2.986,53","2.998,03","3.000,47","2.979,28","-0,44%"
"26.09.2018","2.999,80","3.001,25","3.012,25","2.994,45","-0,08%"
"25.09.2018","3.002,20","2.999,69","3.010,20","2.990,85","-0,01%"
"24.09.2018","3.002,49","2.997,00","3.002,49","2.982,81","0,12%"
"21.09.2018","2.999,00","3.006,00","3.016,00","2.998,00","-0,22%"
"20.09.2018","3.005,50","3.027,95","3.030,70","3.002,19","-0,82%"
"19.09.2018","3.030,45","3.015,40","3.041,00","3.002,86","0,53%"
"18.09.2018","3.014,40","3.018,58","3.020,20","2.995,88","-0,16%"
"17.09.2018","3.019,20","3.022,88","3.024,62","3.007,88","-0,11%"
"14.09.2018","3.022,50","3.017,25","3.035,05","3.015,03","0,20%"
"13.09.2018","3.016,36","3.044,30","3.045,09","3.009,74","-0,96%"
"12.09.2018","3.045,75","3.081,70","3.083,20","3.042,28","-1,17%"
"11.09.2018","3.081,90","3.088,80","3.107,90","3.075,00","-0,21%"
"10.09.2018","3.088,30","3.058,00","3.090,75","3.044,65","0,96%"
"07.09.2018","3.059,00","3.085,38","3.094,55","3.051,10","-0,88%"
"06.09.2018","3.086,01","3.097,32","3.106,43","3.077,32","-0,35%"
"05.09.2018","3.097,00","3.091,25","3.114,16","3.083,61","0,19%"
"04.09.2018","3.091,25","3.051,06","3.100,12","3.043,71","1,24%"
"03.09.2018","3.053,50","3.051,50","3.059,00","3.050,65","0,07%"
"31.08.2018","3.051,50","3.034,50","3.082,40","3.033,88","0,63%"
"30.08.2018","3.032,25","2.999,25","3.038,45","2.997,00","1,06%"
"29.08.2018","3.000,50","2.989,75","3.018,15","2.985,30","0,39%"
"28.08.2018","2.988,75","2.940,75","2.991,90","2.930,25","1,59%"
"27.08.2018","2.942,00","2.957,50","2.958,50","2.925,35","-0,52%"
"24.08.2018","2.957,50","2.988,20","2.989,40","2.946,20","-0,99%"
"23.08.2018","2.987,20","2.960,10","2.990,50","2.957,79","0,92%"
"22.08.2018","2.960,00","2.978,20","2.980,15","2.956,60","-0,64%"
"21.08.2018","2.979,00","3.033,20","3.033,80","2.976,73","-1,77%"
"20.08.2018","3.032,68","3.034,62","3.036,62","3.025,27","-0,03%"
"17.08.2018","3.033,50","3.021,65","3.033,50","3.010,15","0,39%"
"16.08.2018","3.021,65","3.050,00","3.052,00","3.007,70","-0,91%"
"15.08.2018","3.049,50","3.014,11","3.064,05","3.014,11","1,19%"
"14.08.2018","3.013,74","3.002,97","3.013,95","2.984,82","0,31%"
"13.08.2018","3.004,35","2.945,50","3.016,40","2.944,21","2,05%"
"10.08.2018","2.944,00","2.912,80","2.950,90","2.911,52","1,08%"
"09.08.2018","2.912,50","2.911,35","2.925,25","2.911,00","0,07%"
"08.08.2018","2.910,35","2.892,25","2.917,40","2.892,25","0,50%"
"07.08.2018","2.896,00","2.904,30","2.906,75","2.895,00","-0,17%"
"06.08.2018","2.900,80","2.892,60","2.905,75","2.890,06","0,28%"
"03.08.2018","2.892,60","2.905,15","2.907,25","2.890,19","-0,44%"
"02.08.2018","2.905,50","2.896,60","2.914,25","2.896,10","0,31%"
"01.08.2018","2.896,50","2.890,10","2.901,95","2.884,40","0,21%"
"31.07.2018","2.890,50","2.872,50","2.892,60","2.872,40","0,63%"
"30.07.2018","2.872,50","2.887,50","2.888,50","2.870,26","-0,50%"
"27.07.2018","2.887,00","2.883,90","2.890,50","2.873,60","0,12%"
"26.07.2018","2.883,68","2.883,97","2.892,68","2.879,76","-0,03%"
"25.07.2018","2.884,50","2.894,00","2.895,50","2.873,42","-0,36%"
"24.07.2018","2.895,00","2.908,70","2.914,49","2.889,04","-0,45%"
"23.07.2018","2.908,20","2.868,50","2.909,30","2.868,50","1,30%"
"20.07.2018","2.871,00","2.884,35","2.885,38","2.871,00","-0,40%"
"19.07.2018","2.882,43","2.863,74","2.891,28","2.862,16","0,60%"
"18.07.2018","2.865,17","2.870,50","2.890,10","2.862,25","-0,17%"
"17.07.2018","2.870,00","2.875,50","2.889,00","2.868,28","-0,19%"
"16.07.2018","2.875,50","2.857,95","2.877,95","2.850,75","0,57%"
"13.07.2018","2.859,20","2.876,35","2.881,50","2.855,05","-0,54%"
"12.07.2018","2.874,80","2.894,75","2.896,50","2.869,74","-0,73%"
"11.07.2018","2.895,90","2.871,80","2.898,40","2.864,90","0,87%"
"10.07.2018","2.870,97","2.884,43","2.885,93","2.862,97","-0,43%"
"09.07.2018","2.883,50","2.875,53","2.892,93","2.867,58","0,33%"
"06.07.2018","2.873,95","2.877,40","2.878,90","2.858,50","-0,10%"
"05.07.2018","2.876,90","2.905,30","2.909,80","2.872,54","-1,11%"
"04.07.2018","2.909,30","2.912,80","2.913,80","2.905,50","0,04%"
"03.07.2018","2.908,15","2.930,40","2.931,70","2.896,51","-0,78%"
"02.07.2018","2.931,05","2.931,05","2.942,28","2.929,08","0,00%"
"29.06.2018","2.931,05","2.948,30","2.951,30","2.917,85","-0,63%"
"28.06.2018","2.949,68","2.948,97","2.957,57","2.934,03","0,11%"
"27.06.2018","2.946,50","2.931,15","2.948,20","2.917,05","0,55%"
"26.06.2018","2.930,50","2.916,80","2.933,75","2.902,00","0,42%"
"25.06.2018","2.918,30","2.916,50","2.943,10","2.906,63","0,06%"
"22.06.2018","2.916,50","2.952,00","2.955,50","2.909,20","-1,25%"
"21.06.2018","2.953,50","2.926,50","2.962,95","2.915,29","0,97%"
"20.06.2018","2.925,00","2.931,50","2.931,50","2.899,10","0,06%"
"19.06.2018","2.923,25","2.922,55","2.950,80","2.919,33","-0,03%"
"18.06.2018","2.924,05","2.895,50","2.932,95","2.883,72","0,99%"
"15.06.2018","2.895,50","2.863,85","2.901,00","2.861,61","1,12%"
"14.06.2018","2.863,35","2.859,75","2.867,95","2.848,76","0,17%"
"13.06.2018","2.858,50","2.862,14","2.868,40","2.845,10","-0,11%"
"12.06.2018","2.861,62","2.863,12","2.868,36","2.845,88","-0,22%"
"11.06.2018","2.868,00","2.860,80","2.868,25","2.858,30","0,33%"
"08.06.2018","2.858,55","2.850,75","2.866,50","2.839,00","0,37%"
"07.06.2018","2.848,11","2.828,45","2.855,76","2.823,07","0,64%"
"06.06.2018","2.829,95","2.852,05","2.854,10","2.818,05","-0,82%"
"05.06.2018","2.853,28","2.861,03","2.889,66","2.848,72","-0,32%"
"04.06.2018","2.862,39","2.868,91","2.876,18","2.859,39","-0,23%"
"01.06.2018","2.868,91","2.893,51","2.895,64","2.858,30","-0,74%"
"31.05.2018","2.890,35","2.876,65","2.897,33","2.874,27","0,45%"
"30.05.2018","2.877,50","2.905,40","2.907,50","2.870,15","-0,99%"
"29.05.2018","2.906,15","2.875,00","2.911,00","2.866,60","0,94%"
"28.05.2018","2.879,00","2.880,45","2.883,95","2.869,00","0,03%"
"25.05.2018","2.878,00","2.854,13","2.900,70","2.852,29","0,88%"
"24.05.2018","2.853,00","2.874,25","2.877,95","2.849,13","-0,78%"
"23.05.2018","2.875,50","2.853,80","2.881,95","2.849,00","0,80%"
"22.05.2018","2.852,80","2.876,00","2.876,50","2.842,76","-0,81%"
"21.05.2018","2.876,00","2.919,60","2.923,00","2.872,58","-1,57%"
"18.05.2018","2.922,01","2.905,43","2.945,80","2.903,84","0,59%"
"17.05.2018","2.904,90","2.863,00","2.906,46","2.858,10","1,44%"
"16.05.2018","2.863,72","2.873,97","2.889,43","2.852,07","-0,47%"
"15.05.2018","2.877,30","2.837,37","2.906,10","2.835,71","1,41%"
"14.05.2018","2.837,17","2.837,17","2.839,67","2.834,34","0,00%"
"11.05.2018","2.837,17","2.826,21","2.850,55","2.799,14","0,39%"
"10.05.2018","2.826,07","2.862,86","2.865,23","2.813,21","-1,35%"
"09.05.2018","2.864,72","2.873,20","2.875,32","2.841,20","-0,29%"
"08.05.2018","2.872,95","2.814,53","2.883,03","2.814,53","1,76%"
"07.05.2018","2.823,20","2.822,55","2.834,80","2.808,65","0,04%"
"04.05.2018","2.822,00","2.860,16","2.883,55","2.815,00","-1,34%"
"03.05.2018","2.860,31","2.832,83","2.875,36","2.831,81","0,96%"
"02.05.2018","2.833,00","2.800,89","2.842,70","2.798,29","0,98%"
"01.05.2018","2.805,47","2.803,53","2.822,89","2.803,53","-0,11%"
"30.04.2018","2.808,60","2.808,81","2.824,80","2.801,60","0,07%"
"27.04.2018","2.806,70","2.817,45","2.819,44","2.794,72","-0,37%"
"26.04.2018","2.817,01","2.812,76","2.824,80","2.794,17","0,10%"
"25.04.2018","2.814,25","2.782,31","2.831,80","2.781,20","1,10%"
"24.04.2018","2.783,60","2.815,71","2.817,51","2.773,58","-1,14%"
"23.04.2018","2.815,74","2.762,68","2.818,55","2.759,92","2,02%"
"20.04.2018","2.759,86","2.734,51","2.766,84","2.721,89","0,98%"
"19.04.2018","2.733,00","2.710,62","2.738,00","2.700,72","0,78%"
"18.04.2018","2.711,90","2.724,20","2.726,45","2.695,95","-0,51%"
"17.04.2018","2.725,70","2.726,80","2.735,75","2.718,80","-0,10%"
"16.04.2018","2.728,50","2.713,00","2.738,24","2.699,68","0,57%"
"13.04.2018","2.713,00","2.707,70","2.719,60","2.684,76","0,20%"
"12.04.2018","2.707,70","2.721,53","2.722,95","2.704,28","-0,52%"
"11.04.2018","2.721,80","2.770,74","2.772,60","2.715,79","-1,82%"
"10.04.2018","2.772,30","2.776,47","2.777,49","2.761,49","-0,17%"
"09.04.2018","2.777,00","2.793,20","2.800,10","2.774,16","-0,57%"
"06.04.2018","2.793,00","2.789,61","2.799,30","2.781,44","0,08%"
"05.04.2018","2.790,75","2.792,01","2.793,85","2.774,73","-0,08%"
"04.04.2018","2.793,00","2.778,88","2.799,44","2.777,46","0,44%"
"03.04.2018","2.780,85","2.809,55","2.810,55","2.773,95","-0,97%"
"02.04.2018","2.808,00","2.794,05","2.808,00","2.780,00","0,56%"
"30.03.2018","2.792,50","2.795,05","2.795,05","2.792,32","0,07%"
"29.03.2018","2.790,50","2.793,81","2.796,34","2.790,50","-0,09%"
"28.03.2018","2.793,05","2.785,33","2.800,72","2.770,01","0,33%"
"27.03.2018","2.783,75","2.797,25","2.802,55","2.767,27","-0,72%"
"26.03.2018","2.803,80","2.845,60","2.846,80","2.796,60","-1,41%"
"23.03.2018","2.844,00","2.860,00","2.861,30","2.840,16","-0,56%"
"22.03.2018","2.860,00","2.854,25","2.867,90","2.843,20","0,25%"
"21.03.2018","2.852,88","2.869,86","2.872,38","2.845,43","-0,62%"
"20.03.2018","2.870,75","2.857,75","2.872,95","2.850,25","0,38%"
"19.03.2018","2.860,00","2.858,50","2.864,23","2.855,00","0,12%"
"16.03.2018","2.856,50","2.845,00","2.860,00","2.842,24","0,28%"
"15.03.2018","2.848,45","2.844,15","2.866,15","2.840,05","0,19%"
"14.03.2018","2.843,00","2.851,98","2.860,50","2.839,05","-0,38%"
"13.03.2018","2.853,98","2.846,00","2.857,00","2.835,00","0,28%"
"12.03.2018","2.846,00","2.866,80","2.869,90","2.844,60","-0,74%"
"09.03.2018","2.867,30","2.876,50","2.885,30","2.859,74","-0,30%"
"08.03.2018","2.876,00","2.860,00","2.880,92","2.853,40","0,33%"
"07.03.2018","2.866,50","2.853,00","2.868,99","2.850,50","0,44%"
"06.03.2018","2.854,00","2.855,50","2.860,00","2.831,00","-0,02%"
"05.03.2018","2.854,47","2.868,82","2.876,12","2.846,82","-0,44%"
"02.03.2018","2.867,00","2.883,00","2.905,00","2.859,50","-0,57%"
"01.03.2018","2.883,50","2.867,00","2.893,38","2.854,80","0,58%"
"28.02.2018","2.866,75","2.859,25","2.874,85","2.855,61","0,32%"
"27.02.2018","2.857,50","2.841,50","2.866,50","2.838,66","0,62%"
"26.02.2018","2.840,00","2.845,00","2.860,99","2.838,40","-0,18%"
"23.02.2018","2.845,00","2.859,00","2.869,82","2.842,17","-0,50%"
"22.02.2018","2.859,25","2.877,80","2.897,80","2.857,25","-0,77%"
"21.02.2018","2.881,30","2.864,25","2.892,55","2.863,75","0,66%"
"20.02.2018","2.862,50","2.836,25","2.872,00","2.836,25","0,94%"
"19.02.2018","2.835,75","2.836,50","2.838,00","2.835,75","-0,01%"
"16.02.2018","2.836,00","2.856,20","2.872,35","2.832,00","-0,67%"
"15.02.2018","2.855,00","2.868,80","2.869,80","2.830,50","-0,51%"
"14.02.2018","2.869,50","2.904,70","2.925,50","2.866,50","-1,18%"
"13.02.2018","2.903,89","2.891,49","2.919,59","2.884,59","0,48%"
"12.02.2018","2.889,90","2.936,00","2.937,51","2.888,50","-1,74%"
"09.02.2018","2.940,99","2.887,59","2.949,47","2.881,47","1,87%"
"08.02.2018","2.887,00","2.850,40","2.889,50","2.841,01","1,28%"
"07.02.2018","2.850,40","2.829,75","2.850,50","2.816,75","0,73%"
"06.02.2018","2.829,75","2.841,50","2.872,00","2.825,00","-0,41%"
"05.02.2018","2.841,50","2.840,00","2.855,93","2.832,60","-0,02%"
"02.02.2018","2.842,00","2.796,80","2.859,34","2.794,31","1,69%"
"01.02.2018","2.794,80","2.830,40","2.830,40","2.792,65","-1,25%"
"31.01.2018","2.830,20","2.852,15","2.852,15","2.826,25","-0,77%"
"30.01.2018","2.852,15","2.836,73","2.852,15","2.819,80","0,54%"
"29.01.2018","2.836,73","2.809,30","2.854,00","2.805,80","0,81%"
"26.01.2018","2.814,00","2.790,30","2.820,20","2.779,82","0,84%"
"25.01.2018","2.790,50","2.811,85","2.812,85","2.757,79","-0,77%"
"24.01.2018","2.812,15","2.855,50","2.856,00","2.810,50","-1,51%"
"23.01.2018","2.855,16","2.853,41","2.869,95","2.847,86","0,13%"
"22.01.2018","2.851,45","2.844,10","2.861,40","2.837,00","0,19%"
"19.01.2018","2.846,10","2.846,00","2.860,50","2.845,35","0,05%"
"18.01.2018","2.844,75","2.839,70","2.846,00","2.828,25","0,05%"
"17.01.2018","2.843,45","2.868,00","2.876,80","2.840,00","-0,72%"
"16.01.2018","2.864,00","2.860,55","2.875,25","2.847,00","0,12%"
"15.01.2018","2.860,55","2.856,00","2.860,55","2.856,00","0,05%"
"12.01.2018","2.859,01","2.856,23","2.867,82","2.837,02","0,08%"
"11.01.2018","2.856,70","2.885,09","2.892,15","2.856,70","-1,11%"
"10.01.2018","2.888,84","2.910,64","2.912,74","2.888,49","-0,69%"
"09.01.2018","2.908,90","2.907,30","2.920,00","2.899,21","-0,08%"
"08.01.2018","2.911,30","2.910,30","2.913,30","2.909,10","0,17%"
"05.01.2018","2.906,30","2.886,00","2.906,50","2.882,44","0,67%"
"04.01.2018","2.887,00","2.902,00","2.908,99","2.873,05","-0,54%"
"03.01.2018","2.902,81","2.931,88","2.936,63","2.900,65","-0,96%"
"02.01.2018","2.930,82","2.980,72","2.985,61","2.929,59","-1,80%"
"01.01.2018","2.984,50","2.984,50","2.984,50","2.984,50","0,00%"
"29.12.2017","2.984,50","2.985,47","2.985,47","2.983,50","0,03%"
"28.12.2017","2.983,50","2.976,50","2.990,47","2.971,80","0,28%"
"27.12.2017","2.975,13","2.959,68","2.975,74","2.957,33","0,37%"
"26.12.2017","2.964,09","2.962,36","2.972,82","2.961,49","0,19%"
"25.12.2017","2.958,50","2.958,50","2.958,50","2.958,50","0,00%"
"22.12.2017","2.958,50","2.967,20","2.972,20","2.954,00","-0,33%"
"21.12.2017","2.968,40","2.961,18","2.977,99","2.961,18","0,28%"
"20.12.2017","2.960,00","2.967,23","2.978,60","2.955,00","-0,33%"
"19.12.2017","2.969,74","2.978,51","2.982,89","2.965,26","-0,28%"
"18.12.2017","2.978,01","3.001,80","3.001,80","2.965,69","-0,63%"
"15.12.2017","2.996,79","2.998,26","3.002,91","2.990,81","0,06%"
"14.12.2017","2.994,90","3.009,34","3.015,87","2.994,89","-0,57%"
"13.12.2017","3.012,01","3.031,84","3.031,84","3.004,84","-0,53%"
"12.12.2017","3.028,14","3.016,22","3.039,26","3.015,97","0,49%"
"11.12.2017","3.013,50","3.015,00","3.020,50","3.008,00","0,10%"
"08.12.2017","3.010,50","3.012,20","3.012,90","3.006,00","-0,02%"
"07.12.2017","3.011,20","3.011,50","3.024,00","3.006,80","0,07%"
"06.12.2017","3.008,97","2.995,08","3.015,19","2.992,05","0,45%"
"05.12.2017","2.995,35","2.994,75","3.005,15","2.990,56","0,15%"
"04.12.2017","2.990,80","2.999,91","3.003,07","2.990,80","-0,36%"
"01.12.2017","3.001,65","3.016,29","3.021,54","2.996,80","-0,45%"
"30.11.2017","3.015,30","3.009,80","3.019,51","2.998,86","0,32%"
"29.11.2017","3.005,66","2.994,86","3.013,35","2.994,65","0,35%"
"28.11.2017","2.995,26","3.007,55","3.017,09","2.992,05","-0,29%"
"27.11.2017","3.003,92","2.983,97","3.008,62","2.972,82","0,75%"
"24.11.2017","2.981,45","2.976,11","2.984,57","2.969,61","0,12%"
"23.11.2017","2.977,75","2.974,00","2.981,70","2.973,00","0,07%"
"22.11.2017","2.975,66","2.996,39","3.004,80","2.973,74","-0,61%"
"21.11.2017","2.994,00","3.016,00","3.016,00","2.991,00","-0,50%"
"20.11.2017","3.009,00","3.000,55","3.017,00","3.000,05","0,29%"
"17.11.2017","3.000,30","3.014,48","3.017,38","2.996,59","-0,46%"
"16.11.2017","3.014,14","3.033,20","3.033,20","3.010,66","-0,44%"
"15.11.2017","3.027,34","3.018,88","3.036,62","3.011,18","0,37%"
"14.11.2017","3.016,21","3.007,44","3.025,79","3.003,84","0,29%"
"13.11.2017","3.007,50","3.010,00","3.014,50","3.006,49","-0,02%"
"10.11.2017","3.008,00","3.010,30","3.014,40","2.996,88","-0,08%"
"09.11.2017","3.010,55","3.020,88","3.032,78","3.005,97","-0,28%"
"08.11.2017","3.019,00","3.034,33","3.040,51","3.010,40","-0,59%"
"07.11.2017","3.036,90","3.039,92","3.045,87","3.009,92","-0,08%"
"06.11.2017","3.039,36","3.040,56","3.044,03","3.039,36","0,06%"
"03.11.2017","3.037,50","3.029,08","3.078,50","3.022,72","0,31%"
"02.11.2017","3.028,00","3.065,00","3.082,00","3.025,77","-1,23%"
"01.11.2017","3.065,65","3.042,15","3.069,20","3.018,45","0,80%"
"31.10.2017","3.041,42","3.023,42","3.048,42","3.018,92","0,59%"
"30.10.2017","3.023,50","3.011,00","3.025,51","2.999,06","0,43%"
"27.10.2017","3.010,50","3.014,51","3.023,07","2.999,50","-0,16%"
"26.10.2017","3.015,20","2.991,38","3.017,39","2.987,68","0,52%"
"25.10.2017","2.999,55","2.979,30","3.003,34","2.971,84","0,72%"
"24.10.2017","2.978,00","2.953,00","2.979,70","2.951,00","0,86%"
"23.10.2017","2.952,60","2.938,74","2.955,10","2.933,00","0,67%"
"20.10.2017","2.933,00","2.919,75","2.940,50","2.919,00","0,48%"
"19.10.2017","2.919,00","2.925,75","2.929,93","2.913,55","-0,17%"
"18.10.2017","2.924,00","2.950,00","2.951,50","2.924,00","-0,87%"
"17.10.2017","2.949,75","2.934,20","2.951,00","2.927,00","0,54%"
